date,weekday,weekday_num,month,year,season,is_school_holiday,is_mon,is_tue_thu,is_fri,rain_total,rain_peak,wind_peak,wind_mean,temp_min,temp_mean,humidity_max,snow_total,weather_risk,car_est_min,train_planned_journey_min,train_actual_journey_min,train_delay_arr_median_s,train_on_time_pct,train_cancelled_pct,train_sched_min,car_faster_than_train
2023-08-30,Wednesday,2,8,2023,Summer,True,0,0,0,1.0,0.7,23.3,18.925,13.4,14.15,84.0,0.0,0,73.5,58.0,58.65,33.0,0.8333333333333334,0.0,58.0,0
2023-08-31,Thursday,3,8,2023,Summer,True,0,1,0,0.0,0.0,15.5,14.65,11.4,12.275,93.0,0.0,0,79.1,58.0,58.70833333333333,65.5,1.0,0.0,58.0,0
2023-09-01,Friday,4,9,2023,Autumn,False,0,0,1,2.7,2.2,11.7,9.3,15.6,16.175,96.0,0.0,2,73.2,58.0,59.641666666666666,65.5,0.6666666666666666,0.0,58.0,0
2023-09-04,Monday,0,9,2023,Autumn,False,1,0,0,0.0,0.0,9.0,7.675000000000001,11.8,13.375,98.0,0.0,1,76.2,58.0,59.81666666666666,118.0,0.8333333333333334,0.0,58.0,0
2023-09-05,Tuesday,1,9,2023,Autumn,False,0,1,0,0.0,0.0,11.6,10.125,15.1,16.125,79.0,0.0,0,80.3,58.0,59.36666666666667,228.5,0.6666666666666666,0.0,58.0,0
2023-09-06,Wednesday,2,9,2023,Autumn,False,0,0,0,0.0,0.0,7.4,6.75,15.6,16.9,89.0,0.0,0,71.4,58.0,58.25,31.5,1.0,0.0,58.0,0
2023-09-07,Thursday,3,9,2023,Autumn,False,0,1,0,0.0,0.0,8.8,7.825,14.6,15.725,91.0,0.0,0,79.1,58.0,60.375,163.0,0.6666666666666666,0.0,58.0,0
2023-09-08,Friday,4,9,2023,Autumn,False,0,0,1,0.0,0.0,9.0,7.449999999999999,16.5,17.85,92.0,0.0,0,68.4,58.0,58.59166666666667,146.0,0.8333333333333334,0.0,58.0,1
2023-09-11,Monday,0,9,2023,Autumn,False,1,0,0,0.0,0.0,11.8,10.175,19.4,20.025,83.0,0.0,0,76.2,58.0,62.04166666666667,350.0,0.5,0.0,58.0,0
2023-09-12,Tuesday,1,9,2023,Autumn,False,0,1,0,0.0,0.0,10.2,7.075,17.1,17.75,98.0,0.0,1,80.3,58.0,57.5,105.0,0.8333333333333334,0.0,58.0,0
2023-09-13,Wednesday,2,9,2023,Autumn,False,0,0,0,0.0,0.0,18.3,14.45,16.3,16.675,97.0,0.0,1,71.4,58.0,58.1,89.0,1.0,0.0,58.0,0
2023-09-14,Thursday,3,9,2023,Autumn,False,0,1,0,0.0,0.0,7.1,5.824999999999999,11.1,11.925,98.0,0.0,1,79.1,58.0,57.7,43.0,0.8333333333333334,0.0,58.0,0
2023-09-15,Friday,4,9,2023,Autumn,False,0,0,1,0.0,0.0,6.4,6.1000000000000005,10.2,11.075,96.0,0.0,0,68.4,58.0,56.333333333333336,70.5,1.0,0.0,58.0,0
2023-09-18,Monday,0,9,2023,Autumn,False,1,0,0,1.5999999999999999,1.4,22.7,21.6,18.5,18.675,92.0,0.0,0,78.4,58.0,60.925,172.0,0.6666666666666666,0.0,58.0,0
2023-09-19,Tuesday,1,9,2023,Autumn,False,0,1,0,0.0,0.0,28.8,25.875,14.6,14.8,76.0,0.0,0,80.3,58.0,59.525,80.0,0.8333333333333334,0.0,58.0,0
2023-09-20,Wednesday,2,9,2023,Autumn,False,0,0,0,0.0,0.0,25.9,23.2,16.5,16.825000000000003,84.0,0.0,0,71.4,58.0,58.94166666666666,156.5,1.0,0.0,58.0,0
2023-09-21,Thursday,3,9,2023,Autumn,False,0,1,0,6.5,4.0,19.0,17.45,17.5,17.775,89.0,0.0,2,84.7,58.0,73.20833333333334,562.5,0.16666666666666666,0.0,58.0,0
2023-09-22,Friday,4,9,2023,Autumn,False,0,0,1,0.0,0.0,19.3,17.775,11.6,12.125,93.0,0.0,0,68.4,58.0,58.5,91.0,1.0,0.0,58.0,1
2023-09-25,Monday,0,9,2023,Autumn,False,1,0,0,0.0,0.0,16.3,15.775,12.7,13.125,72.0,0.0,0,76.2,58.0,59.55833333333334,112.0,0.6666666666666666,0.0,58.0,0
2023-09-26,Tuesday,1,9,2023,Autumn,False,0,1,0,0.0,0.0,9.8,8.275,12.3,12.925,93.0,0.0,0,80.3,58.0,59.7,153.5,0.8333333333333334,0.0,58.0,0
2023-09-27,Wednesday,2,9,2023,Autumn,False,0,0,0,0.0,0.0,5.1,4.725,11.9,12.65,96.0,0.0,0,71.4,58.0,58.08333333333333,36.5,0.8333333333333334,0.0,58.0,0
2023-09-28,Thursday,3,9,2023,Autumn,False,0,1,0,0.0,0.0,14.6,13.7,14.6,15.7,88.0,0.0,0,79.1,58.0,60.95,470.5,0.3333333333333333,0.0,58.0,0
2023-09-29,Friday,4,9,2023,Autumn,False,0,0,1,0.0,0.0,20.8,19.6,19.0,19.2,77.0,0.0,0,68.4,58.0,57.84166666666667,97.5,1.0,0.0,58.0,0
2023-10-02,Monday,0,10,2023,Autumn,False,1,0,0,0.0,0.0,11.3,10.575,15.6,16.1,88.0,0.0,0,76.2,49.0,52.483333333333334,316.5,0.5,0.0,49.0,0
2023-10-03,Tuesday,1,10,2023,Autumn,False,0,1,0,0.0,0.0,26.4,24.55,18.5,18.65,80.0,0.0,0,80.3,58.0,57.68333333333334,167.0,0.8333333333333334,0.0,58.0,0
2023-10-04,Wednesday,2,10,2023,Autumn,False,0,0,0,0.0,0.0,15.5,15.025,10.8,11.175,94.0,0.0,0,71.4,67.0,68.8,789.0,0.2,0.0,67.0,1
2023-10-05,Thursday,3,10,2023,Autumn,False,0,1,0,0.0,0.0,17.8,17.025,12.2,12.6,92.0,0.0,0,79.1,58.0,59.849999999999994,229.0,0.8333333333333334,0.0,58.0,0
2023-10-06,Friday,4,10,2023,Autumn,False,0,0,1,0.0,0.0,17.8,16.4,11.3,11.75,81.0,0.0,0,68.4,58.0,56.65,83.5,0.8333333333333334,0.0,58.0,0
2023-10-09,Monday,0,10,2023,Autumn,False,1,0,0,0.0,0.0,14.0,13.675,13.2,13.525,72.0,0.0,0,76.2,58.0,60.20833333333333,214.5,0.8333333333333334,0.0,58.0,0
2023-10-10,Tuesday,1,10,2023,Autumn,False,0,1,0,0.0,0.0,13.6,12.125,12.2,12.65,92.0,0.0,0,80.3,58.0,62.141666666666666,121.5,0.6666666666666666,0.0,58.0,0
2023-10-11,Wednesday,2,10,2023,Autumn,False,0,0,0,0.0,0.0,20.7,19.825,14.6,14.775,76.0,0.0,0,71.4,58.0,58.858333333333334,53.0,0.8333333333333334,0.0,58.0,0
2023-10-12,Thursday,3,10,2023,Autumn,False,0,1,0,1.5,0.6,15.0,13.475,15.0,15.3,91.0,0.0,0,81.5,58.0,63.400000000000006,297.0,0.5,0.0,58.0,0
2023-10-13,Friday,4,10,2023,Autumn,False,0,0,1,1.1,0.9,30.4,25.275,18.1,18.725,92.0,0.0,0,70.5,58.0,56.65833333333333,72.5,0.8333333333333334,0.0,58.0,0
2023-10-16,Monday,0,10,2023,Autumn,False,1,0,0,0.0,0.0,5.9,2.95,3.2,4.25,96.0,0.0,0,76.2,58.0,58.25,156.5,0.8333333333333334,0.0,58.0,0
2023-10-17,Tuesday,1,10,2023,Autumn,False,0,1,0,0.0,0.0,17.5,15.375,6.8,7.025,84.0,0.0,0,80.3,58.0,59.516666666666666,195.0,0.8333333333333334,0.0,58.0,0
2023-10-18,Wednesday,2,10,2023,Autumn,False,0,0,0,0.0,0.0,16.9,16.575,6.5,7.25,79.0,0.0,0,71.4,58.0,61.54166666666667,422.0,0.3333333333333333,0.0,58.0,1
2023-10-19,Thursday,3,10,2023,Autumn,False,0,1,0,0.0,0.0,19.3,18.175,14.9,14.95,92.0,0.0,0,79.1,58.0,71.59166666666667,1047.5,0.16666666666666666,0.0,58.0,1
2023-10-20,Friday,4,10,2023,Autumn,False,0,0,1,3.2,1.1,17.0,15.05,14.6,14.8,95.0,0.0,0,70.5,58.0,60.18333333333334,366.5,0.3333333333333333,0.0,58.0,0
2023-10-23,Monday,0,10,2023,Autumn,False,1,0,0,0.0,0.0,7.7,6.4,6.5,6.875,96.0,0.0,0,76.2,49.0,66.01666666666667,334.0,0.4,0.0,49.0,0
2023-10-24,Tuesday,1,10,2023,Autumn,False,0,1,0,0.0,0.0,18.2,16.35,10.6,10.95,94.0,0.0,0,80.3,58.0,61.16666666666667,214.5,0.6666666666666666,0.0,58.0,0
2023-10-25,Wednesday,2,10,2023,Autumn,False,0,0,0,2.2,1.4,17.3,15.75,10.1,10.375,89.0,0.0,0,73.5,58.0,62.858333333333334,261.0,0.6666666666666666,0.0,58.0,0
2023-10-26,Thursday,3,10,2023,Autumn,False,0,1,0,0.0,0.0,7.5,6.925,6.8,6.975,96.0,0.0,0,79.1,58.0,58.575,255.0,0.5,0.0,58.0,0
2023-10-27,Friday,4,10,2023,Autumn,False,0,0,1,4.8,2.8,14.3,13.325,10.4,10.6,94.0,0.0,2,73.2,58.0,60.2,223.0,0.8333333333333334,0.0,58.0,0
2023-10-30,Monday,0,10,2023,Autumn,False,1,0,0,0.0,0.0,20.0,16.575,10.5,10.875,92.0,0.0,0,76.2,58.0,59.31666666666667,135.0,0.8333333333333334,0.0,58.0,0
2023-10-31,Tuesday,1,10,2023,Autumn,False,0,1,0,0.5,0.4,18.1,17.225,8.4,8.575,95.0,0.0,0,80.3,58.0,59.4,115.5,0.8333333333333334,0.0,58.0,0
2023-11-02,Thursday,3,11,2023,Autumn,False,0,1,0,1.9,1.9,41.5,40.175,11.1,11.95,77.0,0.0,0,81.5,49.0,73.13333333333334,2934.0,0.0,0.0,49.0,1
2023-11-03,Friday,4,11,2023,Autumn,False,0,0,1,0.2,0.1,31.4,30.375,7.9,8.025,88.0,0.0,0,68.4,58.0,56.983333333333334,12.0,1.0,0.0,58.0,0
2023-11-06,Monday,0,11,2023,Autumn,False,1,0,0,0.0,0.0,27.1,26.625,8.4,8.75,83.0,0.0,0,76.2,63.5,63.5,0.0,1.0,0.0,63.5,0
2023-11-07,Tuesday,1,11,2023,Autumn,False,0,1,0,0.0,0.0,20.7,20.1,6.9,7.175,93.0,0.0,0,80.3,63.5,63.5,0.0,1.0,0.0,63.5,0
2023-11-08,Wednesday,2,11,2023,Autumn,False,0,0,0,0.0,0.0,21.5,21.15,7.2,7.225,93.0,0.0,0,71.4,63.5,63.5,0.0,1.0,0.0,63.5,1
2023-11-09,Thursday,3,11,2023,Autumn,False,0,1,0,0.7,0.6,21.1,17.35,8.9,9.925,95.0,0.0,0,81.5,63.5,63.5,0.0,1.0,0.0,63.5,0
2023-11-10,Friday,4,11,2023,Autumn,False,0,0,1,0.0,0.0,25.6,24.3,6.6,6.725,89.0,0.0,0,68.4,63.5,63.5,0.0,1.0,0.0,63.5,1
2023-11-13,Monday,0,11,2023,Autumn,False,1,0,0,4.8,1.8,18.1,16.6,9.6,10.125,95.0,0.0,0,78.4,58.0,58.416666666666664,300.0,0.5,0.0,58.0,0
2023-11-14,Tuesday,1,11,2023,Autumn,False,0,1,0,0.0,0.0,28.5,27.675,10.9,11.0,84.0,0.0,0,80.3,58.0,60.766666666666666,201.0,0.5,0.0,58.0,0
2023-11-15,Wednesday,2,11,2023,Autumn,False,0,0,0,0.1,0.1,21.4,19.9,8.5,8.775,92.0,0.0,0,71.4,58.0,58.21666666666667,69.0,0.8333333333333334,0.0,58.0,0
2023-11-16,Thursday,3,11,2023,Autumn,False,0,1,0,0.0,0.0,12.3,10.125,4.7,5.125,95.0,0.0,0,79.1,58.0,60.05,113.0,0.6666666666666666,0.0,58.0,0
2023-11-17,Friday,4,11,2023,Autumn,False,0,0,1,1.6,1.1,11.3,7.7,5.6,6.2,97.0,0.0,1,70.5,58.0,63.083333333333336,343.0,0.5,0.0,58.0,1
2023-11-20,Monday,0,11,2023,Autumn,False,1,0,0,0.0,0.0,22.1,20.975,9.2,9.525,90.0,0.0,0,76.2,58.0,62.425,278.0,0.5,0.0,58.0,0
2023-11-21,Tuesday,1,11,2023,Autumn,False,0,1,0,0.0,0.0,6.9,5.775,7.1,7.5,97.0,0.0,1,80.3,58.0,57.95,125.5,1.0,0.0,58.0,0
2023-11-22,Wednesday,2,11,2023,Autumn,False,0,0,0,0.0,0.0,8.8,7.725,0.3,0.7749999999999999,99.0,0.0,1,71.4,58.0,56.59166666666667,43.5,1.0,0.0,58.0,0
2023-11-23,Thursday,3,11,2023,Autumn,False,0,1,0,0.0,0.0,19.2,18.925,9.1,9.149999999999999,89.0,0.0,0,79.1,58.0,64.78333333333333,540.0,0.3333333333333333,0.0,58.0,0
2023-11-24,Friday,4,11,2023,Autumn,False,0,0,1,0.2,0.2,19.9,17.575,7.3,7.65,81.0,0.0,0,68.4,58.0,59.84166666666667,150.5,0.6666666666666666,0.0,58.0,1
2023-11-27,Monday,0,11,2023,Autumn,False,1,0,0,1.1,0.8,28.4,26.2,4.4,4.85,90.0,0.0,0,78.4,58.0,59.925,103.0,0.6666666666666666,0.0,58.0,0
2023-11-28,Tuesday,1,11,2023,Autumn,False,0,1,0,0.1,0.1,20.0,18.799999999999997,1.3,1.9000000000000001,90.0,0.0,0,80.3,58.0,63.24166666666666,307.5,0.5,0.0,58.0,0
2023-11-29,Wednesday,2,11,2023,Autumn,False,0,0,0,0.6,0.6,22.4,21.425,1.6,1.85,90.0,0.28,3,73.5,58.0,67.75833333333333,475.0,0.3333333333333333,0.0,58.0,1
2023-11-30,Thursday,3,11,2023,Autumn,False,0,1,0,0.0,0.0,6.8,5.3,-1.5,-0.7,99.0,0.0,2,84.7,49.0,69.26666666666667,588.0,0.2857142857142857,0.0,49.0,0
2023-12-01,Friday,4,12,2023,Winter,False,0,0,1,0.0,0.0,11.0,10.0,-1.4,-0.975,93.0,0.0,1,73.2,58.0,62.53333333333333,424.5,0.3333333333333333,0.0,58.0,0
2023-12-04,Monday,0,12,2023,Winter,False,1,0,0,0.1,0.1,24.9,23.225,3.3,3.4,53.0,0.07,3,76.2,58.0,58.525,110.0,0.8333333333333334,0.0,58.0,0
2023-12-05,Tuesday,1,12,2023,Winter,False,0,1,0,0.30000000000000004,0.2,6.9,5.425,4.5,4.675,99.0,0.0,1,80.3,58.0,57.125,59.5,1.0,0.0,58.0,0
2023-12-06,Wednesday,2,12,2023,Winter,False,0,0,0,0.0,0.0,10.6,9.4,2.0,2.6,95.0,0.0,0,71.4,58.0,58.2,45.0,1.0,0.0,58.0,0
2023-12-07,Thursday,3,12,2023,Winter,False,0,1,0,0.0,0.0,12.9,10.9,0.2,0.55,97.0,0.0,1,79.1,49.0,48.166666666666664,16.0,0.8,0.0,49.0,0
2023-12-08,Friday,4,12,2023,Winter,False,0,0,1,0.0,0.0,16.1,14.925,4.4,4.675,94.0,0.0,0,68.4,58.0,65.18333333333334,274.0,0.5,0.0,58.0,1
2023-12-11,Monday,0,12,2023,Winter,False,1,0,0,0.8,0.4,33.2,32.1,9.4,9.7,87.0,0.0,0,76.2,58.0,57.266666666666666,313.0,0.5,0.0,58.0,0
2023-12-12,Tuesday,1,12,2023,Winter,False,0,1,0,0.0,0.0,14.7,14.35,6.7,7.300000000000001,94.0,0.0,0,80.3,58.0,59.975,185.5,0.8333333333333334,0.0,58.0,0
2023-12-13,Wednesday,2,12,2023,Winter,False,0,0,0,3.8,2.0,21.5,18.55,7.8,8.075,93.0,0.0,2,76.4,58.0,62.05833333333333,259.5,0.5,0.0,58.0,0
2023-12-14,Thursday,3,12,2023,Winter,False,0,1,0,0.0,0.0,13.6,12.3,5.3,5.7,94.0,0.0,0,79.1,58.0,58.5,158.0,0.8333333333333334,0.0,58.0,0
2023-12-15,Friday,4,12,2023,Winter,False,0,0,1,0.0,0.0,12.6,11.475,5.2,6.175,96.0,0.0,0,68.4,58.0,59.7,148.5,1.0,0.0,58.0,1
2023-12-18,Monday,0,12,2023,Winter,False,1,0,0,0.0,0.0,18.6,18.075,3.2,3.4,94.0,0.0,0,76.2,58.0,56.18333333333334,-18.0,0.8333333333333334,0.0,58.0,0
2023-12-19,Tuesday,1,12,2023,Winter,False,0,1,0,0.2,0.1,28.7,28.1,5.7,6.025,86.0,0.0,0,80.3,58.0,59.525000000000006,111.0,0.8333333333333334,0.0,58.0,0
2023-12-20,Wednesday,2,12,2023,Winter,False,0,0,0,0.1,0.1,21.7,20.775,5.4,5.725,92.0,0.0,0,71.4,58.0,58.425000000000004,228.0,0.6666666666666666,0.0,58.0,0
2023-12-21,Thursday,3,12,2023,Winter,False,0,1,0,0.1,0.1,30.6,28.325,9.4,9.925,84.0,0.0,0,79.1,58.0,59.075,234.0,0.6666666666666666,0.0,58.0,0
2023-12-22,Friday,4,12,2023,Winter,False,0,0,1,0.4,0.3,29.0,27.2,7.4,7.800000000000001,88.0,0.0,0,68.4,58.0,59.225,75.0,0.8333333333333334,0.0,58.0,1
2023-12-26,Tuesday,1,12,2023,Winter,False,0,1,0,0.30000000000000004,0.1,24.7,21.3,9.1,9.55,93.0,0.0,0,80.3,49.0,50.63333333333333,121.0,0.5555555555555556,0.0,49.0,0
2023-12-27,Wednesday,2,12,2023,Winter,False,0,0,0,1.2,0.7,18.1,16.175,8.1,8.7,94.0,0.0,0,73.5,58.0,58.775000000000006,19.5,1.0,0.0,58.0,0
2023-12-28,Thursday,3,12,2023,Winter,False,0,1,0,0.0,0.0,32.2,31.625,9.3,9.675,80.0,0.0,0,79.1,58.0,58.89999999999999,4.0,1.0,0.0,58.0,0
2023-12-29,Friday,4,12,2023,Winter,False,0,0,1,0.9,0.9,33.1,31.85,9.9,10.2,83.0,0.0,0,70.5,58.0,58.891666666666666,147.0,0.8333333333333334,0.0,58.0,0
2024-01-02,Tuesday,1,1,2024,Winter,False,0,1,0,1.8,0.5,36.6,32.5,10.5,11.125,92.0,0.0,0,82.7,58.0,61.33333333333333,276.0,0.5,0.0,58.0,0
2024-01-03,Wednesday,2,1,2024,Winter,False,0,0,0,2.6,2.0,34.4,31.375,9.0,9.125,90.0,0.0,2,76.4,58.0,58.19166666666666,33.0,1.0,0.0,58.0,0
2024-01-04,Thursday,3,1,2024,Winter,False,0,1,0,0.30000000000000004,0.2,22.4,20.625,6.9,7.525,93.0,0.0,0,79.1,58.0,59.40833333333333,179.5,0.8333333333333334,0.0,58.0,0
2024-01-05,Friday,4,1,2024,Winter,False,0,0,1,0.0,0.0,34.6,33.525,7.5,8.25,79.0,0.0,0,68.4,58.0,56.266666666666666,82.5,1.0,0.0,58.0,0
2024-01-08,Monday,0,1,2024,Winter,False,1,0,0,0.0,0.0,21.2,18.775,-3.7,-3.225,73.0,0.0,1,87.6,67.0,67.88333333333334,567.0,0.3333333333333333,0.0,67.0,0
2024-01-09,Tuesday,1,1,2024,Winter,False,0,1,0,0.0,0.0,17.9,17.55,-5.4,-5.325,66.0,0.0,1,92.4,58.0,58.43333333333334,169.0,0.6666666666666666,0.0,58.0,0
2024-01-10,Wednesday,2,1,2024,Winter,False,0,0,0,0.0,0.0,11.6,11.35,-5.7,-5.7,57.0,0.0,1,82.1,58.0,57.599999999999994,127.0,1.0,0.0,58.0,0
2024-01-11,Thursday,3,1,2024,Winter,False,0,1,0,0.0,0.0,10.0,8.75,-5.9,-5.775,74.0,0.0,1,91.0,58.0,58.43333333333333,138.0,0.8333333333333334,0.0,58.0,0
2024-01-12,Friday,4,1,2024,Winter,False,0,0,1,0.0,0.0,5.4,4.975,-0.9,-0.4,98.0,0.0,2,73.2,58.0,59.15833333333333,67.0,1.0,0.0,58.0,0
2024-01-15,Monday,0,1,2024,Winter,False,1,0,0,0.1,0.1,18.5,17.4,0.0,0.17500000000000002,90.0,0.07,4,76.2,58.0,60.33333333333333,245.0,0.5,0.0,58.0,0
2024-01-16,Tuesday,1,1,2024,Winter,False,0,1,0,0.0,0.0,16.3,15.425,-2.3,-2.125,87.0,0.0,1,85.9,58.0,56.90833333333333,48.0,0.8333333333333334,0.0,58.0,0
2024-01-17,Wednesday,2,1,2024,Winter,False,0,0,0,0.0,0.0,7.4,6.925000000000001,-3.2,-2.7750000000000004,81.0,0.0,1,82.1,58.0,57.775,37.5,0.8333333333333334,0.0,58.0,0
2024-01-18,Thursday,3,1,2024,Winter,False,0,1,0,0.0,0.0,10.1,8.375,-6.6,-3.8499999999999996,92.0,0.0,1,91.0,58.0,59.55,246.0,0.8333333333333334,0.0,58.0,0
2024-01-19,Friday,4,1,2024,Winter,False,0,0,1,0.0,0.0,13.6,12.975,-2.7,-2.525,91.0,0.0,1,73.2,58.0,62.891666666666666,601.5,0.16666666666666666,0.0,58.0,0
2024-01-22,Monday,0,1,2024,Winter,False,1,0,0,1.4000000000000001,0.8,45.2,42.925,9.9,10.45,86.0,0.0,2,81.5,58.0,60.28333333333333,418.5,0.5,0.0,58.0,0
2024-01-23,Tuesday,1,1,2024,Winter,False,0,1,0,0.0,0.0,21.9,18.6,3.3,4.5,91.0,0.0,0,80.3,58.0,62.06666666666666,206.0,0.6666666666666666,0.0,58.0,0
2024-01-24,Wednesday,2,1,2024,Winter,False,0,0,0,0.2,0.2,42.2,36.25,10.4,11.375,86.0,0.0,0,71.4,58.0,58.80833333333334,58.5,0.8333333333333334,0.0,58.0,0
2024-01-25,Thursday,3,1,2024,Winter,False,0,1,0,0.0,0.0,9.4,8.225,3.3,3.675,97.0,0.0,1,79.1,58.0,57.71666666666667,279.5,0.5,0.0,58.0,0
2024-01-26,Friday,4,1,2024,Winter,False,0,0,1,1.4000000000000001,1.1,29.0,26.9,9.6,9.875,93.0,0.0,0,70.5,58.0,60.25,257.5,0.6666666666666666,0.0,58.0,0
2024-01-29,Monday,0,1,2024,Winter,False,1,0,0,0.0,0.0,14.0,12.925,5.2,5.35,89.0,0.0,0,76.2,58.0,59.599999999999994,117.0,1.0,0.0,58.0,0
2024-01-30,Tuesday,1,1,2024,Winter,False,0,1,0,0.0,0.0,18.8,18.225,10.0,10.2,82.0,0.0,0,80.3,58.0,59.38333333333333,117.5,0.8333333333333334,0.0,58.0,0
2024-01-31,Wednesday,2,1,2024,Winter,False,0,0,0,0.0,0.0,8.4,7.475,4.4,4.95,97.0,0.0,1,71.4,58.0,59.94166666666666,180.5,0.6666666666666666,0.0,58.0,0
2024-02-01,Thursday,3,2,2024,Winter,False,0,1,0,0.3,0.3,16.7,14.05,6.2,8.325,96.0,0.0,0,79.1,58.0,59.7,195.5,0.6666666666666666,0.0,58.0,0
2024-02-02,Friday,4,2,2024,Winter,False,0,0,1,0.0,0.0,20.6,18.95,3.2,3.45,86.0,0.0,0,68.4,58.0,61.641666666666666,461.5,0.3333333333333333,0.0,58.0,1
2024-02-05,Monday,0,2,2024,Winter,False,1,0,0,0.0,0.0,27.4,26.525,8.1,8.425,92.0,0.0,0,76.2,58.0,59.27499999999999,107.0,1.0,0.0,58.0,0
2024-02-06,Tuesday,1,2,2024,Winter,False,0,1,0,0.0,0.0,27.5,26.725,9.2,9.5,83.0,0.0,0,80.3,58.0,58.59166666666667,112.5,0.8333333333333334,0.0,58.0,0
2024-02-07,Wednesday,2,2,2024,Winter,False,0,0,0,9.1,4.5,31.6,18.625,4.8,6.85,95.0,0.0,2,76.4,58.0,58.391666666666666,154.5,0.8333333333333334,0.0,58.0,0
2024-02-08,Thursday,3,2,2024,Winter,False,0,1,0,0.4,0.2,11.2,9.175,1.9,2.325,96.0,0.0,0,79.1,58.0,60.81666666666666,120.5,0.6666666666666666,0.0,58.0,0
2024-02-09,Friday,4,2,2024,Winter,False,0,0,1,0.30000000000000004,0.1,30.1,27.9,10.2,10.6,86.0,0.0,0,68.4,58.0,58.38333333333334,79.0,0.8333333333333334,0.0,58.0,0
2024-02-12,Monday,0,2,2024,Winter,False,1,0,0,0.4,0.2,14.1,13.425,4.7,5.3,96.0,0.0,0,76.2,63.5,63.5,0.0,1.0,0.0,63.5,0
2024-02-13,Tuesday,1,2,2024,Winter,False,0,1,0,0.0,0.0,18.1,16.825000000000003,3.0,3.0,95.0,0.0,0,80.3,63.5,63.5,0.0,1.0,0.0,63.5,0
2024-02-14,Wednesday,2,2,2024,Winter,False,0,0,0,0.0,0.0,25.4,22.75,9.6,9.95,91.0,0.0,0,71.4,63.5,63.5,0.0,1.0,0.0,63.5,1
2024-02-15,Thursday,3,2,2024,Winter,False,0,1,0,0.5,0.5,19.3,18.8,11.6,11.625,90.0,0.0,0,81.5,63.5,63.5,0.0,1.0,0.0,63.5,0
2024-02-16,Friday,4,2,2024,Winter,False,0,0,1,0.1,0.1,20.5,19.7,12.6,12.725,83.0,0.0,0,68.4,63.5,63.5,0.0,1.0,0.0,63.5,1
2024-02-19,Monday,0,2,2024,Winter,False,1,0,0,0.0,0.0,15.9,15.15,8.7,8.85,95.0,0.0,0,76.2,58.0,60.766666666666666,150.5,0.6666666666666666,0.0,58.0,0
2024-02-20,Tuesday,1,2,2024,Winter,False,0,1,0,0.0,0.0,12.5,10.625,5.2,5.475,95.0,0.0,0,80.3,48.5,50.05833333333334,219.0,0.6,0.0,48.5,0
2024-02-21,Wednesday,2,2,2024,Winter,False,0,0,0,0.0,0.0,19.5,18.4,8.2,8.5,84.0,0.0,0,71.4,58.0,60.24166666666666,124.5,0.8333333333333334,0.0,58.0,0
2024-02-22,Thursday,3,2,2024,Winter,False,0,1,0,0.0,0.0,15.8,14.025,9.1,9.6,94.0,0.0,0,79.1,58.0,60.175,343.5,0.16666666666666666,0.0,58.0,0
2024-02-23,Friday,4,2,2024,Winter,False,0,0,1,0.0,0.0,28.7,27.025,3.8,4.1,80.0,0.0,0,68.4,58.0,58.5,91.0,1.0,0.0,58.0,1
2024-02-26,Monday,0,2,2024,Winter,False,1,0,0,2.8,1.0,25.0,24.5,5.6,5.725,90.0,0.0,0,78.4,58.0,57.40833333333333,21.5,0.8333333333333334,0.0,58.0,0
2024-02-27,Tuesday,1,2,2024,Winter,False,0,1,0,0.0,0.0,15.8,15.275,2.7,2.875,92.0,0.0,0,80.3,58.0,73.46666666666667,1099.0,0.16666666666666666,0.0,58.0,1
2024-02-28,Wednesday,2,2,2024,Winter,False,0,0,0,0.0,0.0,11.4,10.3,1.2,2.55,93.0,0.0,0,71.4,58.0,61.86666666666666,248.5,0.6666666666666666,0.0,58.0,1
2024-02-29,Thursday,3,2,2024,Winter,False,0,1,0,0.0,0.0,22.8,22.275,7.6,7.8,82.0,0.0,0,79.1,58.0,57.80833333333334,136.0,0.6666666666666666,0.0,58.0,0
2024-03-01,Friday,4,3,2024,Spring,False,0,0,1,0.0,0.0,17.0,15.1,4.1,4.775,94.0,0.0,0,68.4,58.0,65.775,153.0,0.6666666666666666,0.0,58.0,1
2024-03-04,Monday,0,3,2024,Spring,False,1,0,0,0.0,0.0,9.1,8.45,3.8,4.125,96.0,0.0,0,76.2,58.0,60.925000000000004,197.5,0.6666666666666666,0.0,58.0,0
2024-03-05,Tuesday,1,3,2024,Spring,False,0,1,0,0.2,0.1,8.5,7.25,2.5,4.1,91.0,0.0,0,80.3,58.0,58.258333333333326,98.0,1.0,0.0,58.0,0
2024-03-06,Wednesday,2,3,2024,Spring,False,0,0,0,0.0,0.0,6.8,6.275,1.3,1.625,96.0,0.0,0,71.4,58.0,58.93333333333333,127.0,0.8333333333333334,0.0,58.0,0
2024-03-07,Thursday,3,3,2024,Spring,False,0,1,0,0.0,0.0,10.0,9.475,2.0,2.175,98.0,0.0,1,79.1,58.0,58.55,103.5,0.8333333333333334,0.0,58.0,0
2024-03-08,Friday,4,3,2024,Spring,False,0,0,1,0.0,0.0,18.4,17.125,1.4,1.7,80.0,0.0,0,68.4,58.0,60.31666666666666,168.0,0.8333333333333334,0.0,58.0,1
