datum;weekdag_naam;is_werkdag;maand;auto_reistijd_min;auto_reistijd_p85_min;vertraging_min;drukte_voertuigen;reistijd_index;tunnel_vc;tunnel_drukte;schoolvakantie;vakantie_naam;feestdag;feestdag_naam;pendeldag;seizoen;ring_bezetting;file_ring_min;reistijd_gm_min;vertrek_gent
2025-11-09;zondag;False;11;6.3;6.3;0.0;1362;1.0;0.26302708438501243;1361.6666666666667;False;;False;;False;herfst;0.26302708438501243;0.1;60.1;07:59
2025-11-10;maandag;True;11;6.4;6.4;0.1;3176;1.013;0.6134937723428148;3176.0;False;;False;;True;herfst;0.6134937723428148;4.8;64.8;07:55
2025-11-11;dinsdag;True;11;6.3;6.3;0.0;1569;1.001;0.3030767408078956;1569.0;False;;True;Wapenstilstand;False;herfst;0.3030767408078956;0.1;60.1;07:59
2025-11-12;woensdag;True;11;6.3;6.5;-0.0;4488;0.994;0.866926967970577;4488.0;False;;False;;True;herfst;0.866926967970577;27.0;87.0;07:33
2025-11-13;donderdag;True;11;6.7;6.7;0.3;4939;1.052;0.9541090174827696;4939.333333333333;False;;False;;True;herfst;0.9541090174827696;43.6;103.6;07:16
2025-11-14;vrijdag;True;11;6.8;6.8;0.5;4887;1.071;0.9439356320891755;4886.666666666667;False;;False;;True;herfst;0.9439356320891755;41.3;101.3;07:18
2025-11-15;zaterdag;False;11;6.4;6.4;0.0;2390;1.005;0.4617300421358443;2390.3333333333335;False;;False;;False;herfst;0.4617300421358443;1.2;61.2;07:58
2025-11-16;zondag;False;11;6.3;6.3;0.0;1338;1.0;0.25845549980941;1338.0;False;;False;;False;herfst;0.25845549980941;0.1;60.1;07:59
2025-11-17;maandag;True;11;6.7;6.7;0.3;4848;1.053;0.9364021758167039;4847.666666666667;False;;False;;True;herfst;0.9364021758167039;39.7;99.7;07:20
2025-11-18;dinsdag;True;11;6.5;6.5;0.2;3841;1.026;0.7420132485808771;3841.3333333333335;False;;False;;True;herfst;0.7420132485808771;12.4;72.4;07:47
2025-11-19;woensdag;True;11;5.4;6.1;-1.0;4481;0.845;0.8655748091524411;4481.0;False;;False;;True;herfst;0.8655748091524411;26.8;86.8;07:33
2025-11-20;donderdag;True;11;5.2;6.2;-1.1;5001;0.822;0.9660208927853956;5001.0;False;;False;;True;herfst;0.9660208927853956;46.4;106.4;07:13
2025-11-21;vrijdag;True;11;5.7;6.4;-0.7;4726;0.894;0.912964756302348;4726.333333333334;False;;False;;True;herfst;0.912964756302348;35.0;95.0;07:25
2025-11-22;zaterdag;False;11;6.4;6.4;0.0;2411;1.005;0.46572213007510277;2411.0;False;;False;;False;herfst;0.46572213007510277;1.2;61.2;07:58
2025-11-23;zondag;False;11;6.3;6.3;0.0;1098;1.0;0.21216015741704183;1098.3333333333335;False;;False;;False;herfst;0.21216015741704183;0.0;60.0;08:00
2025-11-24;maandag;True;11;6.6;6.6;0.3;4757;1.045;0.9188241111809369;4756.666666666667;False;;False;;True;herfst;0.9188241111809369;36.1;96.1;07:23
2025-11-25;dinsdag;True;11;6.6;6.6;0.3;4684;1.045;0.9048518033935323;4684.333333333334;False;;False;;True;herfst;0.9048518033935323;33.4;93.4;07:26
2025-11-26;woensdag;True;11;6.7;6.7;0.3;4851;1.054;0.9369816724530479;4850.666666666667;False;;False;;True;herfst;0.9369816724530479;39.8;99.8;07:20
2025-11-27;donderdag;True;11;6.7;6.7;0.4;5016;1.058;0.9688539874519662;5015.666666666666;False;;False;;True;herfst;0.9688539874519662;47.1;107.1;07:12
2025-11-28;vrijdag;True;11;5.7;6.5;-0.6;4814;0.904;0.9299633243017709;4814.333333333333;False;;False;;True;herfst;0.9299633243017709;38.3;98.3;07:21
2025-11-29;zaterdag;False;11;6.4;6.4;0.0;2517;1.005;0.48619767789258966;2517.0;False;;False;;False;herfst;0.48619767789258966;1.5;61.5;07:58
2025-11-30;zondag;False;11;6.3;6.3;0.0;1345;1.0;0.2598076586275459;1345.0;False;;False;;False;herfst;0.2598076586275459;0.1;60.1;07:59
2025-12-01;maandag;True;12;6.7;6.7;0.4;4898;1.057;0.946189230119402;4898.333333333333;False;;False;;True;winter;0.946189230119402;41.8;101.8;07:18
2025-12-02;dinsdag;True;12;6.7;6.8;0.4;4750;1.062;0.9174719523628009;4749.666666666666;False;;False;;True;winter;0.9174719523628009;35.8;95.8;07:24
2025-12-03;woensdag;True;12;6.4;6.6;0.1;4937;1.011;0.9536582978767243;4937.0;False;;False;;True;winter;0.9536582978767243;43.5;103.5;07:16
2025-12-04;donderdag;True;12;6.7;6.7;0.3;4892;1.055;0.9450302368467141;4892.333333333333;False;;False;;True;winter;0.9450302368467141;41.6;101.6;07:18
2025-12-05;vrijdag;True;12;4.5;4.6;-1.8;4798;0.718;0.9268726755746031;4798.333333333333;False;;False;;True;winter;0.9268726755746031;37.7;97.7;07:22
2025-12-06;zaterdag;False;12;5.3;6.0;-1.0;2174;0.836;0.41994189580392927;2174.0;False;;False;;False;winter;0.41994189580392927;0.7;60.7;07:59
2025-12-07;zondag;False;12;6.3;6.3;0.0;1073;1.0;0.20720224175054344;1072.6666666666665;False;;False;;False;winter;0.20720224175054344;0.0;60.0;08:00
2025-12-08;maandag;True;12;6.7;6.7;0.3;4758;1.054;0.9191460537566835;4758.333333333333;False;;False;;True;winter;0.9191460537566835;36.2;96.2;07:23
2025-12-09;dinsdag;True;12;6.6;6.6;0.3;4563;1.044;0.8814787723943256;4563.333333333333;False;;False;;True;winter;0.8814787723943256;29.3;89.3;07:30
2025-12-10;woensdag;True;12;6.7;6.7;0.4;4895;1.059;0.9455453449679088;4895.0;False;;False;;True;winter;0.9455453449679088;41.7;101.7;07:18
2025-12-11;donderdag;True;12;6.7;6.7;0.4;5121;1.06;0.9892007582391544;5121.0;False;;False;;True;winter;0.9892007582391544;52.2;112.2;07:07
2025-12-12;vrijdag;True;12;4.6;4.6;-1.8;4924;0.719;0.9511471457859004;4924.0;False;;False;;True;winter;0.9511471457859004;42.9;102.9;07:17
2025-12-13;zaterdag;False;12;5.3;6.0;-1.0;2439;0.838;0.4711307653476465;2439.0;False;;False;;False;winter;0.4711307653476465;1.3;61.3;07:58
2025-12-14;zondag;False;12;6.3;6.3;0.0;1218;1.0;0.23527563435565124;1218.0;False;;False;;False;winter;0.23527563435565124;0.0;60.0;08:00
2025-12-15;maandag;True;12;6.7;6.7;0.4;4882;1.057;0.9430341928770849;4882.0;False;;False;;True;winter;0.9430341928770849;41.1;101.1;07:18
2025-12-16;dinsdag;True;12;6.7;6.7;0.3;4902;1.053;0.946961892301194;4902.333333333333;False;;False;;True;winter;0.946961892301194;42.0;102.0;07:18
2025-12-17;woensdag;True;12;6.3;6.6;-0.0;4835;1.0;0.9339554122410293;4835.0;False;;False;;True;winter;0.9339554122410293;39.2;99.2;07:20
2025-12-18;donderdag;True;12;6.8;6.8;0.4;5059;1.069;0.977224494421379;5059.0;False;;False;;True;winter;0.977224494421379;49.1;109.1;07:10
2025-12-19;vrijdag;True;12;6.8;6.8;0.5;4616;1.077;0.8916521577879197;4616.0;False;;False;;True;winter;0.8916521577879197;31.1;91.1;07:28
2025-12-20;zaterdag;False;12;6.4;6.4;0.1;2573;1.008;0.49707933695282636;2573.3333333333335;False;;False;;False;winter;0.49707933695282636;1.7;61.7;07:58
2025-12-21;zondag;False;12;6.3;6.3;0.0;1178;1.0;0.2275490125377317;1178.0;False;;False;;False;winter;0.2275490125377317;0.0;60.0;08:00
2025-12-22;maandag;True;12;6.7;6.7;0.3;4331;1.052;0.8365999773352426;4331.0;True;Kerstvakantie;False;;False;winter;0.8365999773352426;22.6;82.6;07:37
2025-12-23;dinsdag;True;12;6.6;6.6;0.2;3947;1.036;0.762488796398364;3947.333333333333;True;Kerstvakantie;False;;False;winter;0.762488796398364;14.2;74.2;07:45
2025-12-24;woensdag;True;12;6.4;6.4;0.0;2622;1.007;0.5065444486797779;2622.333333333333;True;Kerstvakantie;False;;False;winter;0.5065444486797779;1.8;61.8;07:58
2025-12-25;donderdag;True;12;6.3;6.3;0.0;460;1.0;0.08885615090607518;460.0;True;Kerstvakantie;True;Kerstmis;False;winter;0.08885615090607518;0.0;60.0;08:00
2025-12-26;vrijdag;True;12;6.3;6.3;0.0;1804;1.002;0.34853503250332246;1804.3333333333335;True;Kerstvakantie;False;;False;winter;0.34853503250332246;0.3;60.3;07:59
2025-12-27;zaterdag;False;12;6.3;6.3;0.0;1307;1.0;0.2524029793853729;1306.6666666666665;True;Kerstvakantie;False;;False;winter;0.2524029793853729;0.1;60.1;07:59
2025-12-28;zondag;False;12;6.3;6.3;0.0;873;1.0;0.16869790969124418;873.3333333333333;True;Kerstvakantie;False;;False;winter;0.16869790969124418;0.0;60.0;08:00
2025-12-29;maandag;True;12;6.4;6.4;0.1;2940;1.012;0.5679067036170892;2940.0;True;Kerstvakantie;False;;False;winter;0.5679067036170892;3.3;63.3;07:56
2025-12-30;dinsdag;True;12;6.4;6.4;0.1;2811;1.009;0.5429239597391492;2810.6666666666665;True;Kerstvakantie;False;;False;winter;0.5429239597391492;2.6;62.6;07:57
2025-12-31;woensdag;True;12;6.3;6.3;0.0;2068;1.002;0.39940195947129303;2067.6666666666665;True;Kerstvakantie;False;;False;winter;0.39940195947129303;0.6;60.6;07:59
